Leave Approver Mandatory In Leave Application,Để lại phê duyệt bắt buộc trong ứng dụng Leave,
Leave Approver Name,Để lại Tên Người phê duyệt,
Leave Balance,Trung bình còn lại,
Leave Balance Before Application,Trước khi rời khỏi cân ứng dụng,
Leave Block List,Để lại danh sách chặn,
Leave Block List Allow,Để lại danh sách chặn cho phép,
Leave Block List Allowed,Để lại danh sách chặn cho phép,
Leave Block List Date,Để lại kỳ hạn cho danh sách chặn,
Leave Block List Dates,Để lại các kỳ hạn cho danh sách chặn,
Leave Block List Name,Để lại tên danh sách chặn,
Leave Blocked,Đã chặn việc dời đi,
Leave Control Panel,Rời khỏi bảng điều khiển,
Leave Encashment,Nhận chi phiếu,
Leave Encashment Amount Per Day,Rời khỏi số tiền Encashment mỗi ngày,
Leave Ledger Entry,Rời khỏi sổ cái,
Leave Period,Rời khỏi Khoảng thời gian,
Leave Policy,Rời khỏi chính sách,
Leave Policy Detail,Để lại chi tiết chính sách,
Leave Policy Details,Để lại chi tiết chính sách,
Leave Status Notification,Để lại thông báo trạng thái,
Leave Status Notification Template,Để lại mẫu thông báo trạng thái,
Leave Type,Loại di dời,
Leave Type Name,Loại bỏ Tên,
Leave Type {0} cannot be allocated since it is leave without pay,Để lại Loại {0} không thể giao kể từ khi nó được nghỉ không lương,
Leave Type {0} cannot be carry-forwarded,Để lại Loại {0} có thể không được thực hiện chuyển tiếp-,
Leave Type {0} is not encashable,Loại bỏ {0} không được mã hóa,
Leave Without Pay,Nghỉ không lương,
Leave Without Pay does not match with approved {} records,Nghỉ phép Không trả tiền không khớp với hồ sơ {} đã được phê duyệt,
Leave application is linked with leave allocations {0}. Leave application cannot be set as leave without pay,Ứng dụng rời được liên kết với phân bổ nghỉ {0}. Đơn xin nghỉ phép không thể được đặt là nghỉ mà không trả tiền,
"Leave cannot be allocated before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","Việc nghỉ không thể được phân bổ trước khi {0},  vì cân bằng nghỉ phép đã được chuyển tiếp trong bản ghi phân bổ nghỉ phép trong tương lai {1}",
"Leave cannot be applied/cancelled before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","Việc nghỉ không thể áp dụng / hủy bỏ trước khi {0}, vì sô nghỉ trung bình đã được chuyển tiếp trong bản ghi phân bổ nghỉ phép trong tương lai {1}",
Leaves,Lá,
Leaves Allocated,Lá được phân bổ,
Leaves per Year,Các di dời mỗi năm,
Left,Trái,
Letter Head,Tiêu đề trang,
Level,Mức độ,
License Plate,Giấy phép mảng,
Lifecycle,Vòng đời,
Loan,Tiền vay,
Loan Repayment Entry,Trả nợ vay,
Location,Vị trí,
Location / Device ID,ID vị trí / thiết bị,
Location Name,Tên địa phương,
Lodging Required,Yêu cầu nhà nghỉ,
Log Type,Loại nhật ký,
Log Type is required for check-ins falling in the shift: {0}.,Loại nhật ký được yêu cầu cho các đăng ký rơi vào ca: {0}.,
Login,Đăng nhập,
Longitude,Kinh độ,
MICR,MICR,
Make,Tạo,
Mandatory,Bắt buộc,
Mandatory fields required in {0},Trường bắt buộc là cần thiết trong {0},
Manual,Hướng dẫn sử dụng,
Mar,Mar,
Mark Attendance,Đăng ký tham dự,
Mark attendance based on 'Employee Checkin' for Employees assigned to this shift.,Đánh dấu tham dự dựa trên Check Kiểm tra nhân viên &#39;cho nhân viên được chỉ định cho ca này.,
Marked Attendance,Đánh dấu có mặt,
Marked Attendance HTML,Đánh dấu có mặt HTML,
Max Amount Eligible,Số tiền tối đa đủ điều kiện,
Max Benefit Amount,Số tiền lợi ích tối đa,
Max Benefit Amount (Yearly),Số tiền lợi ích tối đa (hàng năm),
Max Benefits (Amount),Lợi ích tối đa (Số tiền),
Max Benefits (Yearly),Lợi ích Tối đa (Hàng năm),
Max Exemption Amount,Số tiền miễn tối đa,
Max Exemption Amount cannot be greater than maximum exemption amount {0} of Tax Exemption Category {1},Số tiền miễn thuế tối đa không thể lớn hơn số tiền miễn thuế tối đa {0} của Danh mục miễn thuế {1},
Max Taxable Income,Thu nhập chịu thuế tối đa,
Max benefits should be greater than zero to dispense benefits,Lợi ích tối đa phải lớn hơn 0 để phân chia lợi ích,
Max working hours against Timesheet,Tối đa giờ làm việc với Thời khóa biểu,
Maximum Carry Forwarded Leaves,Lá chuyển tiếp tối đa,
Maximum Exempted Amount,Số tiền được miễn tối đa,
Maximum Exemption Amount,Số tiền miễn tối đa,
Maximum amount eligible for the component {0} exceeds {1},Số tiền tối đa đủ điều kiện cho thành phần {0} vượt quá {1},
Maximum benefit amount of component {0} exceeds {1},Số lượng lợi ích tối đa của thành phần {0} vượt quá {1},
Maximum benefit amount of employee {0} exceeds {1},Số tiền lợi ích tối đa của nhân viên {0} vượt quá {1},
Maximum leave allowed in the leave type {0} is {1},Thời gian nghỉ tối đa được phép trong loại nghỉ {0} là {1},
May,Có thể,
Meal Preference,Ưu đãi bữa ăn,
Medical,Y khoa,
Message,Thông điệp,
Mileage,Cước phí,
Min Taxable Income,Thu nhập chịu thuế tối thiểu,
Missing Fields,Thiếu trường,
Mode Of Payment,Hình thức thanh toán,
Mode of Payment,Phương thức thanh toán,
Mode of Travel,Phương thức du lịch,
Mode of payment is required to make a payment,Phương thức thanh toán là cần thiết để thực hiện thanh toán,
Model,Mô hình,
Monday,Thứ Hai,
Month,Tháng,
Monthly,Hàng tháng,
Monthly Attendance Sheet,Hàng tháng tham dự liệu,
More,Nhiều Hơn,
More Info,Xem thông tin,
More than one selection for {0} not allowed,Không cho phép nhiều lựa chọn cho {0},
My Account,Tài Khoản Của Tôi,
Name,"Accounting,Kế toán",
Name of Organizer,Tên tổ chức,
Naming Series,Đặt tên series,
Net Pay,Tiền thực phải trả,
Net Pay cannot be less than 0,Tiền thực trả không thể ít hơn 0,
Net Salary Amount,Số tiền lương ròng,
Net pay cannot be negative,TIền thực trả không thể âm,
New,Mới,
New Company,Công ty mới,
New Employee ID,ID nhân viên mới,
New Leaves Allocated,Những sự cho phép mới được phân bổ,
New Leaves Allocated (In Days),Những sự cho phép mới được phân bổ (trong nhiều ngày),
No,Không,
No Data,Không có dữ liệu,
No Employee Found,Không tìm thấy nhân viên,
No Employee found for the given employee field value. '{}': {},Không tìm thấy nhân viên cho giá trị trường nhân viên nhất định. &#39;{}&#39;: {},
No Leaves Allocated to Employee: {0} for Leave Type: {1},Không có lá nào được phân bổ cho nhân viên: {0} cho loại nghỉ phép: {1},
No Staffing Plans found for this Designation,Không tìm thấy kế hoạch nhân sự nào cho chỉ định này,
No active or default Salary Structure found for employee {0} for the given dates,Không có cấu trúc lương có hiệu lực hoặc mặc định được tìm thấy cho nhân viên {0} với các kỳ hạn có sẵn,
No additional expenses has been added,Không có chi phí bổ sung đã được thêm vào,
No leave record found for employee {0} on {1},Không tìm thấy hồ sơ nghỉ phép cho nhân viên {0} vào {1},
No more updates,Không có bản cập nhật,
No record found,Không có bản ghi được tìm thấy,
No replies from,Không có trả lời từ,
No salary slip found to submit for the above selected criteria OR salary slip already submitted,Không tìm thấy phiếu lương cho các tiêu chí đã chọn ở trên hoặc phiếu lương đã nộp,
Non Diary,Non Diary,
Non-Vegetarian,Người không ăn chay,
Not Allowed,Không được phép,
Not Permitted,Không được phép,
Not Started,Chưa bắt đầu,
Note,Ghi chú,
Notes,Ghi chú:,
Nothing to change,Không có gì để thay đổi,
Notice Period,Thông báo Thời gian,
Notifications,Thông báo,
Notify users by email,Thông báo cho người dùng qua email,
Nov,Tháng 11,
Number Of Employees,Số lượng nhân viên,
Number Of Positions,Số vị trí,
OUT,NGOÀI,
Oct,Tháng 10,
Odometer Reading,Đọc mét kế,
Offer Date,Kỳ hạn Yêu cầu,
Offer Term,Thời hạn Cung cấp,
Old Parent,Cũ Chánh,
On Date,Đúng ngày,
On Duty,Đang thi hành công vụ,
On Hold,Đang chờ,
On Leave,Nghỉ,
Only Approvers can Approve this Request.,Chỉ Người phê duyệt mới có thể Phê duyệt Yêu cầu này.,
Only Leave Applications with status 'Approved' and 'Rejected' can be submitted,Chỉ Rời khỏi ứng dụng với tình trạng &#39;Chấp Nhận&#39; và &#39;từ chối&#39; có thể được gửi,
Only Shift Request with status 'Approved' and 'Rejected' can be submitted,Chỉ có thể gửi Yêu cầu thay đổi với trạng thái &#39;Đã chấp thuận&#39; và &#39;Bị từ chối&#39;,
Only Tax Impact (Cannot Claim But Part of Taxable Income),Chỉ có tác động về thuế (không thể yêu cầu nhưng một phần thu nhập chịu thuế),
Only expired allocation can be cancelled,Chỉ có thể hủy bỏ phân bổ hết hạn,
Only users with the {0} role can create backdated leave applications,Chỉ những người dùng có vai trò {0} mới có thể tạo các ứng dụng nghỉ phép đã lỗi thời,
Open,Mở,
Opening Balance,Số dư đầu kỳ,
Optional Holiday List not set for leave period {0},Danh sách khách sạn tùy chọn không được đặt cho khoảng thời gian nghỉ {0},
Orange,trái cam,
Other Details,Những chi tiết khác,
Other Settings,Các thiết lập khác,
Other Taxes and Charges,Các loại thuế và phí khác,
Others,Các thông tin khác,
Out Time,Ngoài giờ,
Outstanding Amount,Số tiền nợ,
Overwrite Salary Structure Amount,Ghi đè số tiền cấu trúc lương,
Owned,Sở hữu,
PAN Number,Số PAN,
PF Account,Tài khoản PF,
PF Amount,Số tiền PF,
PF Loan,Khoản vay PF,
Paid,Đã trả,
Paid Amount,Số tiền thanh toán,
Parameter,Tham số,
Part-time,Bán thời gian,
Partial Success,Một phần thành công,
"Partially Sponsored, Require Partial Funding","Được tài trợ một phần, Yêu cầu tài trợ một phần",
Passport Number,Số hộ chiếu,
Password,Mật khẩu,
Password Policy,Chính sách mật khẩu,
Password policy cannot contain spaces or simultaneous hyphens. The format will be restructured automatically,Chính sách mật khẩu không thể chứa dấu cách hoặc dấu gạch nối đồng thời. Các định dạng sẽ được cơ cấu lại tự động,
Password policy for Salary Slips is not set,Chính sách mật khẩu cho Phiếu lương không được đặt,
Pay Against Benefit Claim,Trả tiền chống khiếu nại phúc lợi,
Payable Account,Tài khoản phải trả,
Payables,Phải trả,
Payment,Thanh toán,
Payment Account,Tài khoản thanh toán,
Payment Account is mandatory,Tài khoản thanh toán là bắt buộc,
Payment Days,Ngày thanh toán,
Payment Entry,Bút toán thanh toán,
Payment of {0} from {1} to {2},Thanh toán {0} từ {1} đến {2},
Payroll,Bảng lương,
Payroll Cost Center,Trung tâm chi phí tính lương,
Payroll Date,Ngày tính lương,
Payroll Employee Detail,Chi tiết Nhân viên Chi trả,
Payroll Entry,Bản ghi lương,
Payroll Frequency,Chu kì phát lương,
Payroll Number,Số biên chế,
Payroll Payable,Bảng lương phải trả,
Payroll Period,Kỳ tính lương,
Payroll Period Date,Thời hạn biên chế,
Payroll Periods,Kỳ tính lương,
Payroll Settings,Thiết lập bảng lương,
Payroll date can not be greater than employee's relieving date.,Ngày trả lương không được lớn hơn ngày nghỉ việc của nhân viên.,
Payroll date can not be less than employee's joining date.,Ngày trả lương không được ít hơn ngày gia nhập của nhân viên.,
Pending,Chờ,
Pending Amount,Số tiền cấp phát,
Percent,Phần trăm,
Percent Deduction,Phần trăm khấu trừ,
Phone Number,Số điện thoại,
Piecework,Việc làm ăn khoán,
Planned number of Positions,Số lượng vị trí dự kiến,
Please add the remaining benefits {0} to any of the existing component,Vui lòng thêm các lợi ích còn lại {0} vào bất kỳ thành phần hiện có nào,
Please confirm once you have completed your training,Vui lòng xác nhận khi bạn đã hoàn thành khóa học,
Please enable default incoming account before creating Daily Work Summary Group,Vui lòng bật tài khoản gửi đến mặc định trước khi tạo Nhóm Tóm lược công việc hàng ngày,
Please enter the designation,Vui lòng nhập chỉ định,
Please select Company and Designation,Vui lòng chọn Công ty và Chỉ định,
Please select Employee,Vui lòng chọn nhân viên,
Please select Employee first.,Vui lòng chọn Nhân viên trước.,
Please select a Company,Hãy lựa chọn một công ty,
Please select a csv file,Vui lòng chọn một tập tin csv,
Please select {0},Vui lòng chọn {0},
Please set Payroll based on in Payroll settings,Vui lòng đặt Bảng lương dựa trên trong Cài đặt bảng lương,
Please set default template for Leave Approval Notification in HR Settings.,Vui lòng đặt mẫu mặc định cho Thông báo chấp thuận để lại trong Cài đặt nhân sự.,
Please set default template for Leave Status Notification in HR Settings.,Vui lòng đặt mẫu mặc định cho Thông báo trạng thái rời khỏi trong Cài đặt nhân sự.,
Please set the Company,Hãy đặt Công ty,
Please set the Date Of Joining for employee {0},Vui lòng đặt Ngày tham gia cho nhân viên {0},
Please setup Employee Naming System in Human Resource > HR Settings,Vui lòng thiết lập Hệ thống đặt tên nhân viên trong Nhân sự&gt; Cài đặt nhân sự,
Please setup numbering series for Attendance via Setup > Numbering Series,Vui lòng thiết lập chuỗi đánh số cho Tham dự thông qua Cài đặt&gt; Sê-ri đánh số,
Please share your feedback to the training by clicking on 'Training Feedback' and then 'New',Vui lòng chia sẻ phản hồi của bạn cho buổi tập huấn bằng cách nhấp vào &#39;Phản hồi đào tạo&#39; và sau đó &#39;Mới&#39;,
Please update your status for this training event,Vui lòng cập nhật trạng thái của bạn cho sự kiện đào tạo này,
Posting Date,Ngày đăng,
Preferred Area for Lodging,Khu vực ưa thích cho nhà nghỉ,
Present,Nay,
Preview Salary Slip,Xem trước bảng lương,
Print Heading,In tiêu đề,
Printed On,In vào,
Printing Details,Các chi tiết in ấn,
Privilege Leave,Nghỉ phép đặc quyền,
Probation,Quản chế,
Probationary Period,Thời gian thử việc,
Process Attendance After,Tham dự quá trình sau,
Professional Tax Deductions,Các khoản khấu trừ thuế nghề nghiệp,
Proficiency,Khả năng,
Progress,"Tiến bộ, tiến trình",
Project,Dự Án,
Promotion Date,Ngày khuyến mãi,
Property,Tài sản,
Property already added,Đã thêm thuộc tính,
Provident Fund Deductions,Các khoản khấu trừ quỹ dự phòng,
Publish on website,Xuất bản trên trang web,
Purpose,Mục đích,
Purpose of Travel,Mục đích của du lịch,
Quarterly,Quý,
Queued,Xếp hàng,
Raised By,đưa lên bởi,
Rate,"Sales Invoice,Hóa đơn bán hàng",
Rating,Đánh giá,
Re-allocate Leaves,Tái phân bổ lá,
Read,Đọc,
Reason,Nguyên nhân,
Receivables,Các khoản phải thu,
Recruitment Analytics,Phân tích tuyển dụng,
Red,Đỏ,
Reference,Tham chiếu,
Reference Document,Tài liệu tham khảo,
Reference Document Name,Tên tài liệu tham khảo,
Reference Document Type,Tài liệu tham chiếu Type,
References,Tài liệu tham khảo,
Referrer,Người giới thiệu,
Refuelling Details,Chi tiết Nạp nhiên liệu,
Reject,Từ chối,
Rejected,Bị từ chối,
Relieving Date,Giảm ngày,
Reload,Nạp lại,
Remaining Benefits (Yearly),Lợi ích còn lại (Hàng năm),
Remark,Nhận xét,
Remarks,Ghi chú,
Remind Before,Nhắc trước,
Reminded,Được nhắc nhở,
Reminder,Nhắc nhở,
Rented Car,Xe thuê,
Reopen,Mở cửa trở lại,
Repay From Salary,Trả nợ từ lương,
Repay From Salary can be selected only for term loans,Trả nợ theo lương chỉ có thể được chọn cho các khoản vay có kỳ hạn,
Replied,Trả lời,
Replies,Trả lời,
Reports,Báo cáo,
Require Full Funding,Yêu cầu tài trợ đầy đủ,
Required Skills,Kỹ năng cần thiết,
Required for Employee Creation,Bắt buộc để tạo nhân viên,
Reset Password,Đặt lại Mật khẩu,
Resignation Letter Date,Ngày viết đơn nghỉ hưu,
Resolution Date,Ngày giải quyết,
Resolution Details,Chi tiết giải quyết,
Resolved,Đã giải quyết,
Resolved By,Giải quyết bởi,
Responsibilities,Trách nhiệm,
Result,Kết quả,
Resume,Tiếp tục,
Resume Attachment,Resume đính kèm,
Retention Bonus,Tiền thưởng duy trì,
Return,Trả về,
Returned Amount,Số tiền trả lại,
Right,Được rồi.,
Role,Vai trò,
Role Allowed to Create Backdated Leave Application,Vai trò được phép tạo ứng dụng nghỉ việc lạc hậu,
Round to the Nearest Integer,Làm tròn đến số nguyên gần nhất,
Rounded Total,Tròn số,
Rounded Total (Company Currency),Tròn số (quy đổi theo tiền tệ của công ty ),
Rounding,Làm tròn,
Route,Tuyến đường,
Row #{0}: Cannot set amount or formula for Salary Component {1} with Variable Based On Taxable Salary,Hàng # {0}: Không thể đặt số tiền hoặc công thức cho Thành phần tiền lương {1} với Biến số dựa trên mức lương chịu thuế,
Row {0}# Allocated amount {1} cannot be greater than unclaimed amount {2},Hàng {0} # Số tiền được phân bổ {1} không được lớn hơn số tiền chưa được xác nhận {2},
Row {0}# Paid Amount cannot be greater than requested advance amount,Hàng {0} Số tiền phải trả không được lớn hơn số tiền tạm ứng đã yêu cầu,
Row {0}: {1} is required in the expenses table to book an expense claim.,Hàng {0}: {1} là bắt buộc trong bảng chi phí để đặt trước yêu cầu chi phí.,
Salary,Lương,
Salary Component,Phần lương,
Salary Component Account,Tài khoản phần lương,
Salary Component Type,Loại thành phần lương,
Salary Component for timesheet based payroll.,Phần lương cho bảng thời gian biểu dựa trên bảng lương,
Salary Detail,Chi tiết lương,
Salary Details,Chi tiết tiền lương,
Salary Payments Based On Payment Mode,Trả lương dựa trên phương thức thanh toán,
Salary Payments via ECS,Thanh toán lương qua ECS,
Salary Register,Mức lương Đăng ký,
Salary Slip,phiếu lương,
Salary Slip Based on Timesheet,Phiếu lương Dựa trên bảng thời gian,
Salary Slip ID,ID phiếu lương,
Salary Slip Loan,Khoản Vay Lương,
Salary Slip Timesheet,Bảng phiếu lương,
Salary Slip of employee {0} already created for this period,Phiếu lương của nhân viên {0} đã được tạo ra trong giai đoạn này,
Salary Slip of employee {0} already created for time sheet {1},Phiếu lương của nhân viên {0} đã được tạo ra cho bảng thời gian {1},
Salary Slips Created,Đã tạo phiếu lương,
Salary Slips Submitted,Đã gửi phiếu lương,
Salary Structure,Cơ cấu tiền lương,
Salary Structure Assignment,Chuyển nhượng cấu trúc lương,
Salary Structure Assignment for Employee already exists,Phân công cơ cấu lương cho nhân viên đã tồn tại,
Salary Structure Missing,Cơ cấu tiền lương Thiếu,
Salary Structure not found for employee {0} and date {1},Cấu trúc lương không tìm thấy cho nhân viên {0} và ngày {1},
Salary Structure should have flexible benefit component(s) to dispense benefit amount,Cơ cấu lương nên có các thành phần lợi ích linh hoạt để phân chia số tiền trợ cấp,
"Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range.","Mức lương đã được xử lý cho giai đoạn giữa {0} và {1}, Giai đoạn bỏ ứng dụng không thể giữa khoảng kỳ hạn này",
Salary breakup based on Earning and Deduction.,Chia tiền lương dựa trên thu nhập và khấu trừ,
Sales Invoice,Hóa đơn bán hàng,
Same Company is entered more than once,Cùng Công ty được nhập nhiều hơn một lần,
Sanctioned Amount cannot be greater than Claim Amount in Row {0}.,Số tiền bị xử phạt không thể lớn hơn so với yêu cầu bồi thường Số tiền trong Row {0}.,
Saturday,Thứ bảy,
Scheduled,Dự kiến,
Score (0-5),Điểm số (0-5),
Score Earned,Điểm số kiếm được,
Score must be less than or equal to 5,Điểm số phải nhỏ hơn hoặc bằng 5,
Select Company,Chọn công ty,
Select Employees,Chọn nhân viên,
Select Payment Account to make Bank Entry,Chọn tài khoản thanh toán để làm cho Ngân hàng nhập,
Select Payroll Period,Chọn lương Thời gian,
Select Property,Chọn bất động sản,
Select Terms and Conditions,Chọn Điều khoản và Điều kiện,
Select Users,Chọn Người dùng,
Select an employee to get the employee advance.,Chọn một nhân viên để có được nhân viên trước.,
Select {0},Chọn {0},
Self-Study,Tự học,
Seminar,Hội thảo,
Send Emails At,Gửi email Tại,
Sender,Người gửi,
Sender Email,Email người gửi,
Sent,Đã gửi,
Sep,Tháng chín,
Series,Series,
Service,Dịch vụ,
Service Details,Chi tiết dịch vụ,
Service Expense,Chi phí dịch vụ,
Service Item,dịch vụ hàng,
Session Defaults,Mặc định phiên,
Set the default account for the {0} {1},Đặt tài khoản mặc định cho {0} {1},
Settings,Cài đặt,
Settled,Định cư,
Shift,Ca,
Shift Actual End,Thay đổi thực tế kết thúc,
Shift Actual Start,Thay đổi thực tế bắt đầu,
Shift Assignment,Chuyển nhượng Shift,
Shift Assignment: {0} created for Employee: {1},Phân công theo ca: {0} được tạo cho Nhân viên: {1},
Shift End,Thay đổi kết thúc,
Shift Request,Yêu cầu thay đổi,
Shift Request Approver,Người phê duyệt yêu cầu thay đổi,
Shift Start,Thay đổi bắt đầu,
Shift Type,Loại thay đổi,
Show Employee,Hiển thị nhân viên,
Show Leaves Of All Department Members In Calendar,Hiển thị các lá của tất cả các thành viên của bộ phận trong lịch,
Show Salary Slip,Trượt Hiện Lương,
Sick Leave,nghỉ bệnh,
Skill,Kỹ năng,
Skill Name,Tên kỹ năng,
Skills,Kỹ năng,
Skip Auto Attendance,Bỏ qua tự động tham dự,
"Skipping Salary Structure Assignment for the following employees, as Salary Structure Assignment records already exists against them. {0}","Bỏ qua Phân công cấu trúc lương cho các nhân viên sau, vì hồ sơ Phân công cấu trúc lương đã tồn tại đối với họ. {0}",
Source,Nguồn,
Source Name,Tên nguồn,
Sponsored Amount,Số tiền được tài trợ,
Staffing Plan,Kế hoạch nhân lực,
Staffing Plan Detail,Chi tiết kế hoạch nhân sự,
Staffing Plan {0} already exist for designation {1},Kế hoạch nhân sự {0} đã tồn tại để chỉ định {1},
Standard Tax Exemption Amount,Số tiền miễn thuế tiêu chuẩn,
Start,Bắt đầu,
Start Date,Ngày bắt đầu,
Start Time,Thời gian bắt đầu,
"Start and end dates not in a valid Payroll Period, cannot calculate {0}","Ngày bắt đầu và ngày kết thúc không trong Thời hạn trả lương hợp lệ, không thể tính {0}",
"Start and end dates not in a valid Payroll Period, cannot calculate {0}.","Ngày bắt đầu và ngày kết thúc không có trong Thời hạn biên chế hợp lệ, không thể tính toán {0}.",
Statistical Component,Hợp phần Thống kê,
Status,Trạng thái,
Stock Options,Tùy chọn hàng tồn kho,
Stop users from making Leave Applications on following days.,Ngăn chặn người dùng từ việc để lai ứng dụng vào những ngày sau.,
Strictly based on Log Type in Employee Checkin,Dựa hoàn toàn vào Loại nhật ký trong Đăng ký nhân viên,
Structures have been assigned successfully,Cấu trúc đã được chỉ định thành công,
Subject,Chủ đề,
Submission Date,Ngày nộp hồ sơ,
Submit,Gửi,
Submit Proof,Gửi bằng chứng,
Submit Salary Slip,Trình Lương trượt,
Submit this to create the Employee record,Gửi thông tin này để tạo hồ sơ Nhân viên,
Submitted,Đã lần gửi,
Submitting Salary Slips and creating Journal Entry...,Gửi Phiếu lương và tạo Mục nhập Nhật ký ...,
Submitting Salary Slips...,Gửi phiếu lương ...,
Success,Sự thành công,
Summarized View,Chế độ xem tóm tắt,
Sunday,Chủ Nhật,
Supplier,Nhà cung cấp,
Suspended,Đình chỉ,
System Manager,Hệ thống quản lý,
Task,Nhiệm vụ,
Task Weight,trọng lượng công việc,
Tax Exemption Category,Danh mục miễn thuế,
Tax Exemption Proofs,Chứng từ miễn thuế,
Tax on additional salary,Thuế trên tiền lương bổ sung,
Tax on flexible benefit,Thuế lợi ích linh hoạt,
Taxable Salary Slab,Bảng lương có thể tính thuế,
Taxable Salary Slabs,Bảng lương chịu thuế,
Taxes and Charges on Income Tax,Thuế và Phí đối với Thuế thu nhập,
Taxi,xe tắc xi,
Team Updates,Cập nhật nhóm,
Template Name,Tên mẫu,
Terms,Điều khoản,
Terms and Conditions,Các Điều khoản/Điều kiện,
Thank you,Cảm ơn bạn,
The day(s) on which you are applying for leave are holidays. You need not apply for leave.,Ngày (s) mà bạn đang nộp đơn xin nghỉ phép là ngày nghỉ. Bạn không cần phải nộp đơn xin nghỉ phép.,
The first Approver in the list will be set as the default Approver.,Người phê duyệt đầu tiên trong danh sách sẽ được đặt làm Người phê duyệt mặc định.,
The fraction of daily wages to be paid for half-day attendance,Phần tiền lương hàng ngày phải trả khi đi học nửa ngày,
"The salary slip emailed to the employee will be password protected, the password will be generated based on the password policy.","Phiếu lương gửi qua email cho nhân viên sẽ được bảo vệ bằng mật khẩu, mật khẩu sẽ được tạo dựa trên chính sách mật khẩu.",
The time after the shift start time when check-in is considered as late (in minutes).,Thời gian sau ca làm việc bắt đầu khi nhận phòng được coi là trễ (tính bằng phút).,
The time before the shift end time when check-out is considered as early (in minutes).,Thời gian trước khi hết giờ làm việc khi trả phòng được coi là sớm (tính bằng phút).,
The time before the shift start time during which Employee Check-in is considered for attendance.,Thời gian trước khi bắt đầu ca làm việc trong đó Đăng ký nhân viên được xem xét để tham dự.,
Theory,Lý thuyết,
There are more holidays than working days this month.,Có nhiều ngày lễ hơn ngày làm việc trong tháng này.,
There are no vacancies under staffing plan {0},Không có chỗ trống trong kế hoạch nhân sự {0},
This employee already has a log with the same timestamp.{0},Nhân viên này đã có một nhật ký với cùng dấu thời gian. {0},
This is based on the attendance of this Employee,Điều này được dựa trên sự tham gia của nhân viên này,
This will submit Salary Slips and create accrual Journal Entry. Do you want to proceed?,Điều này sẽ gửi phiếu lương và tạo Khoản Ghi Theo Dồn. Bạn có muốn tiếp tục?,
Thursday,Thứ năm,
Time,Thời gian,
Time Interval,Khoảng thời gian,
Time Sheet,Thời gian biểu,
Time after the end of shift during which check-out is considered for attendance.,Thời gian sau khi kết thúc ca làm việc trả phòng được xem xét để tham dự.,
Timesheet,Thời gian biểu,
Timing,Thời gian,
Title,Tiêu đề,
To,Đến,
To Amount,Đến số tiền,
To Date,Đến ngày,
To Date cannot be before From Date,Cho đến ngày không có thể trước khi từ ngày,
To Date should be greater than From Date,Đến ngày phải lớn hơn Từ ngày,
To Time,Giờ,
To User,Đến người dùng,
To date can not be equal or less than from date,Đến ngày không thể bằng hoặc nhỏ hơn so với ngày tháng,
To date can not be greater than employee's relieving date.,Cho đến nay không được lớn hơn ngày nghỉ việc của nhân viên.,
To date can not be less than from date,Cho đến nay không thể nhỏ hơn so với ngày tháng,
To date can not greater than employee's relieving date,Cho đến nay không thể lớn hơn ngày giảm lương của nhân viên,
To date cannot be before from date,Đến ngày không thể trước ngày từ,
Total,Tổng sồ,
Total Absent,Tổng số Vắng,
Total Actual Amount,Tổng số tiền thực tế,
Total Advance Amount,Tổng số tiền ứng trước,
Total Allocated Leaves,Tổng số lá được phân bổ,
Total Amount,Tổng số,
Total Amount Reimbursed,Tổng số tiền bồi hoàn,
Total Billed Hours,Tổng số giờ,
Total Claimed Amount,Tổng số tiền được công bố,
Total Declared Amount,Tổng số tiền khai báo,
Total Deduction,Tổng số trích,
Total Early Exits,Tổng số lối ra sớm,
Total Earning,Tổng số Lợi nhuận,
Total Estimated Budget,Tổng ngân sách ước tính,
Total Estimated Cost,Tổng chi phí ước tính,
Total Exemption Amount,Tổng số tiền miễn,
Total Expense Claim (via Expense Claim),Tổng số yêu cầu bồi thường chi phí (thông qua số yêu cầu bồi thường chi phí ),
Total Holidays,Tổng số ngày lễ,
Total Interest Amount,Tổng số tiền lãi,
Total Late Entries,Tổng số bài dự thi muộn,
Total Leave Days,Tổng số ngày nghỉ phép,
Total Leaves,Tổng số nghỉ phép,
Total Leaves Allocated,Tổng số nghỉ phép được phân bố,
Total Leaves Encashed,Tổng số lá đã được nén,
Total Loan Repayment,Tổng số trả nợ,
Total Present,Tổng số hiện tại,
Total Principal Amount,Tổng số tiền gốc,
Total Sanctioned Amount,Tổng số tiền bị xử phạt,
Total Score,Tổng điểm,
Total Taxes and Charges,Tổng số thuế và phí,
Total Working Hours,Tổng số giờ làm việc,
Total advance amount cannot be greater than total sanctioned amount,Tổng số tiền tạm ứng không được lớn hơn tổng số tiền bị xử phạt,
Total flexible benefit component amount {0} should not be less than max benefits {1},Tổng số tiền thành phần lợi ích linh hoạt {0} không được nhỏ hơn lợi ích tối đa {1},
Total in words,Tổng số bằng chữ,
Total leaves allocated is mandatory for Leave Type {0},Tổng số lá được phân bổ là bắt buộc đối với Loại bỏ {0},
