Default Redirect URI,Mặc định Redirect URI,
Default Role at Time of Signup,Mặc định vai trò tại Thời gian đăng ký,
Default Sending,Mặc định gửi,
Default Sending and Inbox,Mặc định Gửi và Inbox,
Default Sort Field,Trường sắp xếp mặc định,
Default Sort Order,Thứ tự sắp xếp mặc định,
Default Theme,Hình nền mặc định,
Default Value,Giá trị mặc định,
Default for 'Check' type of field {0} must be either '0' or '1',Mặc định cho loại trường &#39;Kiểm tra&#39; {0} phải là &#39;0&#39; hoặc &#39;1&#39;,
Default value for {0} must be in the list of options.,Giá trị mặc định cho {0} phải nằm trong danh sách các tùy chọn.,
Default {0},Mặc định {0},
"Default: ""Contact Us""","Mặc định: ""Liên hệ""",
DefaultValue,DefaultValue,
Defaults,Mặc định,
Defines actions on states and the next step and allowed roles.,Xác định các hành động trên các quốc gia và các bước tiếp theo và vai trò cho phép.,
Defines workflow states and rules for a document.,Xác định trạng thái công việc và các quy tắc cho một tài liệu.,
Delayed,Bị hoãn,
Delete,Xóa,
Delete All,Xóa hết,
Delete Data,Xóa dữ liệu,
Delete and Generate New,Xóa và tạo mới,
Delete comment?,Xóa comment?,
Delete this record to allow sending to this email address,Xóa hồ sơ này để cho phép gửi đến địa chỉ email này,
Delete {0} items permanently?,Xóa {0} mục vĩnh viễn?,Title of confirmation dialog
Deleted,Đã bị xóa,
Deleted DocType,DocType xóa,
Deleted Document,Tài liệu bị xóa,
Deleted Name,Tên xóa,
Deleting {0},Xóa {0},
Delivery Status,Tình trạng giao,
Department,Cục,
Dependencies,Phụ thuộc,
Depends On,Phụ thuộc Bật,
Descendants Of,Hậu duệ của,
Description,Mô tả,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)","Mô tả cho trang danh sách, bằng văn bản thuần túy, chỉ có một vài dòng. (tối đa 200 ký tự)",
Designation,Chỉ định,
Desk,Bàn giấy,
Desk Access,bàn truy cập,
Desktop Icon,Biểu tượng Desktop,
Desktop Icon already exists,biểu tượng màn hình chờ tồn tại sẵn,
Details,Chi tiết,
Did not add,Không thêm,
Did not remove,Không loại bỏ,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","Khác nhau ""Hoa"" tài liệu này có thể tồn tại in Như ""Open"", ""Đang xem xét"", vv",
Digits,Chữ số,
Disable Auto Refresh,Vô hiệu hóa Tự động làm mới,
Disable Comments,Tắt nhận xét,
Disable Count,Vô hiệu hóa Đếm,
Disable Report,Disable Báo cáo,
Disable SMTP server authentication,Vô hiệu hóa xác thực máy chủ SMTP,
Disable Sidebar Stats,Vô hiệu hóa thống kê Sidebar,
Disable Signup for your site,Tắt Đăng ký cho trang web của bạn,
Disable Standard Email Footer,Vô hiệu hóa chân trang email chuẩn,
Disabled,Đã vô hiệu hóa,
Disabled Auto Reply,Đã tắt trả lời tự động,
Discard,Huỷ bỏ,
Dismiss,Bỏ qua,
Display,Hiển thị,
Display Depends On,Hiện thị dựa trên,
Do not edit headers which are preset in the template,Không sửa tiêu đề được đặt sẵn trong mẫu,
Do you want to cancel all linked documents?,Bạn có muốn hủy bỏ tất cả các tài liệu liên kết?,
Doc Event,Sự kiện Doc,
Doc Events,Sự kiện Doc,
Doc Status,Doc Trạng thái,
DocField,DocField,
DocPerm,DocPerm,
DocShare,DocShare,
DocType,Tài liệu,
DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,DocType <b>{0}</b> được cung cấp cho trường <b>{1}</b> phải có ít nhất một trường Liên kết,
DocType Action,Hành động DocType,
DocType Event,Sự kiện DocType,
DocType Link,Liên kết tài liệu,
DocType View,Chế độ xem DocType,
DocType can not be merged,DocType không thể được sáp nhập,
DocType can only be renamed by Administrator,DocType chỉ có thể được đổi tên thành bởi Administrator,
DocType is a Table / Form in the application.,DOCTYPE là một Table / Form trong ứng dụng.,
DocType must be Submittable for the selected Doc Event,DocType phải được Cho phép chuyển tiếp cho sự kiện Doc đã chọn,
DocType on which this Workflow is applicable.,DocType mà Workflow này được áp dụng.,
DocType's name should not start or end with whitespace,Tên của DocType không được bắt đầu hoặc kết thúc bằng khoảng trắng,
Doctype,DocType,
Doctype required,Doctype yêu cầu,
Document,Tài liệu,
Document Actions,Hành động tài liệu,
Document Follow,Tài liệu theo dõi,
Document Follow Notification,Tài liệu theo thông báo,
Document Link,Liên kết tài liệu,
Document Links,Liên kết tài liệu,
Document Name,Document Name,
Document Naming Rule,Quy tắc đặt tên tài liệu,
Document Naming Rule Condition,Điều kiện quy tắc đặt tên tài liệu,
Document Queued,Tài liệu xếp hàng đợi,
Document Restoration Summary,Tóm tắt khôi phục tài liệu,
Document Restored,tài liệu được khôi phục,
Document Share,Chia sẻ tài liệu,
Document Share Report,Tài liệu Chia sẻ Báo cáo,
Document States,Tài liệu Hoa,
Document Status,Trạng thái bản ghi,
Document Tag,Thẻ tài liệu,
Document Title,Tiêu đề tài liệu,
Document Type,loại tài liệu,
Document Type is not importable,Loại tài liệu không thể nhập được,
Document Type is not submittable,Loại tài liệu không thể gửi,
Document Type to Track,Loại tài liệu cần theo dõi,
Document Type {0} has been repeated.,Loại tài liệu {0} đã được lặp lại.,
Document Types,Các loại tài liệu,
Document is only editable by users with role,Chỉ người dùng có vai trò mới có thể chỉnh sửa tài liệu,
Document renamed from {0} to {1},Tài liệu được đổi tên từ {0} thành {1},
Document type is required to create a dashboard chart,Loại tài liệu là cần thiết để tạo một biểu đồ bảng điều khiển,
Document {0} Already Restored,Tài liệu {0} đã được khôi phục,
Document {0} has been set to state {1} by {2},Tài liệu {0} đã được đặt thành trạng thái {1} theo {2},
Documentation Link,Liên kết tài liệu,
Documentation URL,URL tài liệu,
Documents,Tài liệu,
Documents restored successfully,Đã khôi phục tài liệu thành công,
Documents that failed to restore,Tài liệu không khôi phục được,
Documents that were already restored,Tài liệu đã được khôi phục,
Domain,Tên miền,
Domain Settings,Cài đặt miền tùy chỉnh,
Domains,Tên miền,
Domains HTML,Tên miền HTML,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Không thẻ HTML Mã hóa HTML như &lt;script&gt; hay chỉ là nhân vật như &lt;hoặc&gt;, vì chúng có thể được cố ý sử dụng trong lĩnh vực này",
Don't Import,Không nhập,
Don't Override Status,Đừng Override Status,
Don't Send Emails,Không gửi email,
Done,Hoàn thành,
Donut,Bánh vòng,
Download,Tải xuống,
Download Backups,Tải Backups,
Download Data,Tải xuống dữ liệu,
Download Files Backup,Tải xuống Tệp sao lưu,
Download Link,Đường dẫn tải xuống,
Download PDF,Tải về PDF,
Download Report,Tải xuống báo cáo,
Download Template,Tải mẫu,
Download Your Data,Tải xuống dữ liệu của bạn,
Dr,Dr,r
Draft,Bản nháp,
Drag elements from the sidebar to add. Drag them back to trash.,Yếu tố kéo từ thanh bên để thêm. Kéo chúng trở lại vào thùng rác.,
Drop files here,Thả tập tin ở đây,
Dropbox Access Token,phiếu truy cập Dropbox,
Dropbox Settings,Cài đặt Dropbox,
Dropbox Setup,Dropbox cài đặt,
Dropdowns,Trình đơn thả xuống,
Due Date,Ngày đáo hạn,
Due Date Based On,Ngày Dư Dựa Dựa Trên,
Duplicate,Bản sao,
Duplicate Entry,Mục nhập trùng lặp,
Duplicate Filter Name,Tên bộ lọc trùng lặp,
Duplicate Name,Tên trùng lặp,
Duration,Thời lượng,
Dynamic Filters,Bộ lọc động,
Dynamic Filters JSON,Bộ lọc động JSON,
Dynamic Filters Section,Phần bộ lọc động,
Dynamic Link,Liên kết động,
Dynamic Report Filters,Bộ lọc báo cáo động,
Dynamic Route,Tuyến động,
Dynamic Template,Mẫu động,
ESC,ESC,
Edit,Chỉnh sửa,
Edit Auto Email Report Settings,Chỉnh sửa Cài đặt Báo cáo Email tự động,
Edit Chart,Chỉnh sửa biểu đồ,
Edit Custom HTML,Sửa Tuỳ chỉnh HTML,
Edit DocType,Sửa Loại tài liệu,Button in list view menu
Edit Filter,Sửa bộ lọc,
Edit Format,Sửa Format,
Edit HTML,Chỉnh sửa HTML,
Edit Heading,Sửa Tiêu đề,
Edit Profile,Sửa hồ sơ,
Edit Properties,Chỉnh sửa tài sản,
Edit Shortcut,Chỉnh sửa lối tắt,
Edit Values,Chỉnh sửa giá trị,
Edit to add content,Chỉnh sửa để thêm nội dung,
Edit {0},Chỉnh sửa {0},
Editable Grid,mạng lưới có thể chỉnh sửa,
Editing Row,dòng chỉnh sửa,
Eg. smsgateway.com/api/send_sms.cgi,Ví dụ. smsgateway.com/api/send_sms.cgi,
Email,E-mail,
Email Account,Tài khoản email,
Email Account Name,Tên tài khoản email,
Email Account added multiple times,Tài khoản Email thêm nhiều lần,
Email Address,Địa chỉ email,
Email Address whose Google Contacts are to be synced.,Địa chỉ Email có Danh bạ Google sẽ được đồng bộ hóa.,
Email Addresses,Địa chỉ email,
Email Domain,Tên miền email,
Email Flag Queue,Email Cờ Queue,
Email Footer Address,Email Footer Địa chỉ,
Email Group,Email Nhóm,
Email Group Member,Email Nhóm thành viên,
Email ID,ID email,
Email IDs,Email Id,
Email Id,ID email,
Email Inbox,Hộp thư email,
Email Queue,Hàng chờ email,
Email Queue Recipient,Hàng chờ người nhận email,
Email Queue records.,Hàng chờ bản ghi email,
Email Reply Help,Trợ giúp trả lời qua email,
Email Rule,Điều lệ Email,
Email Sent,Email đã gửi,
Email Settings,Thiết lập email,
Email Signature,Chữ ký email,
Email Status,Tình trạng email,
Email Sync Option,Đồng bộ hóa email Tùy chọn,
Email Template,Mẫu email,
Email To,Để Email,
Email Unsubscribe,Email Hủy đăng ký,
Email has been marked as spam,Email đã được đánh dấu là spam,
Email has been moved to trash,Email đã được di chuyển vào thùng rác,
Email not sent to {0} (unsubscribed / disabled),Gửi mail không được gửi đến {0} (bỏ đăng ký / vô hiệu hóa),
Email not verified with {0},Email chưa được xác minh với {0},
Emails are muted,Email là tắt tiếng,
Emails will be sent with next possible workflow actions,Email sẽ được gửi với các hành động dòng công việc có thể tiếp theo,
Enable,K.hoạt,
Enable Allow Auto Repeat for the doctype {0} in Customize Form,Bật Cho phép Tự động lặp lại cho loại tài liệu {0} trong Tùy chỉnh biểu mẫu,
Enable Auto Reply,Enable Auto Reply,
Enable Automatic Backup,Bật Tự động sao lưu,
Enable Automatic Linking in Documents,Kích hoạt liên kết tự động trong tài liệu,
Enable Comments,Cho phép nhận xét,
Enable Email Notifications,Bật thông báo email,
Enable Google API in Google Settings.,Kích hoạt Google API trong Cài đặt Google.,
Enable Incoming,Kích hoạt tính năng Incoming,
Enable Onboarding,Bật giới thiệu,
Enable Outgoing,Kích hoạt Outgoing,
Enable Password Policy,Bật Chính sách Mật khẩu,
Enable Print Server,Bật máy chủ in,
Enable Raw Printing,Cho phép in thô,
Enable Report,Kích hoạt tính năng Report,
Enable Scheduled Jobs,Việc cho phép theo lịch trình,
Enable Security,Kích hoạt bảo mật,
Enable Social Login,Bật đăng nhập xã hội,
Enable Social Sharing,Bật chia sẻ xã hội,
Enable Tracking Page Views,Bật theo dõi lượt xem trang,
Enable Two Factor Auth,Kích hoạt tính năng xác thực hai yếu tố,
Enable developer mode to create a standard Web Template,Bật chế độ nhà phát triển để tạo Mẫu web chuẩn,
Enabled,Đã bật,
Enabled email inbox for user {0},Hộp thư email đã bật cho người dùng {0},
Enabled scheduled execution for script {0},Đã bật thực thi theo lịch trình cho tập lệnh {0},
End Date,Ngày kết thúc,
End Date Field,Trường ngày kết thúc,
End Date cannot be before Start Date!,Ngày kết thúc không được trước ngày bắt đầu!,
Endpoint URL,URL điểm cuối,
Endpoints,Điểm cuối,
Ends on,Kết thúc vào ngày,
Energy Point,Điểm năng lượng,
Energy Point Log,Nhật ký năng lượng,
Energy Point Rule,Quy tắc điểm năng lượng,
Energy Point Settings,Cài đặt điểm năng lượng,
Energy Point Update on {0},Cập nhật điểm năng lượng trên {0},
Energy Points,Điểm năng lượng,
Enter Client Id and Client Secret in Google Settings.,Nhập Id khách hàng và Bí mật khách hàng trong Cài đặt Google.,
Enter Code displayed in OTP App.,Nhập mã được hiển thị trong Ứng dụng OTP.,
Enter Email Recipient(s),Nhập Email người nhận (s),
Enter Form Type,Nhập Loại Mẫu,
Enter Value,Giá trị nhập,Title of prompt dialog
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Nhập trường giá trị mặc định (khóa) và giá trị. Nếu bạn thêm nhiều giá trị cho một trường, một trong những đầu tiên sẽ được chọn. Mặc định này cũng được sử dụng để thiết lập &quot;trận đấu&quot; quy tắc cho phép. Để xem danh sách các lĩnh vực, vào &quot;Customize Form&quot;.",
Enter folder name,Nhập tên thư mục,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Nhập các thông số url tĩnh ở đây (Ví dụ người gửi = ERPNext, tên người dùng = ERPNext, mật khẩu = 1234, vv)",
Enter url parameter for message,Nhập tham số url cho tin nhắn,
Enter url parameter for receiver nos,Nhập tham số url cho người nhận nos,
Enter your password,Nhập mật khẩu của bạn,
Entity Name,Tên pháp nhân,
Entity Type,Loại thực thể,
Equals,Bằng,
Error,Lỗi,
Error Code: {0},Mã lỗi: {0},
Error Log,Lỗi hệ thống,
Error Message,Thông báo lỗi,
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","Lỗi kết nối với Ứng dụng Khay QZ ... <br><br> Bạn cần cài đặt và chạy ứng dụng QZ Khay để sử dụng tính năng In thô. <br><br> <a href=""https://qz.io/download/"" target=""_blank"">Nhấn vào đây để tải xuống và cài đặt QZ Khay</a> . <br> <a href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"" target=""_blank"">Nhấn vào đây để tìm hiểu thêm về In thô</a> .",
Error has occurred in {0},Đã xảy ra lỗi trong {0},
Error in Notification,Lỗi trong thông báo,
Error while connecting to email account {0},Lỗi khi kết nối với tài khoản email {0},
Error while evaluating Notification {0}. Please fix your template.,Lỗi khi đánh giá Thông báo {0}. Vui lòng sửa mẫu của bạn.,
Error: Document has been modified after you have opened it,Lỗi: tài liệu đã được sửa đổi sau khi bạn đã mở nó,
Error: Value missing for {0}: {1},Lỗi: Giá trị thiếu trong {0}: {1},
Event,Sự Kiện,
Event Category,Danh mục sự kiện,
Event Participants,Người tham gia sự kiện,
Event Synced with Google Calendar.,Sự kiện được đồng bộ hóa với Lịch Google.,
Event Type,Loại sự kiện,
Events in Today's Calendar,Sự kiện Trong Hôm nay của Lịch,
Everyone,Tất cả mọi người,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Ví dụ: &quot;color&quot;: [&quot;# d1d8dd&quot;, &quot;# ff5858&quot;]",
Example,Thí dụ,
"Example: ""/desk""",Ví dụ: &quot;/ bàn&quot;,
Example: #Tree/Account,Ví dụ: # Cây / Tài khoản,
Example: 00001,Ví dụ: 00001,
Example: {{ subject }},Ví dụ: {{chủ đề}},
Excel,Excel,
Exception,Exception,
Execute,Hành hình,
Execute Console script,Thực thi tập lệnh Console,
Execution Time: {0} sec,Thời gian thực hiện: {0} giây,
Expand,Mở rộng,Enlarge code field.
Expand All,Mở rộng tất cả,
Expert,Chuyên gia,
Expiration time,thời gian hết hạn,
Expire Notification On,Hết Hạn Thông báo Mở,
Expired,Hết hạn,
Expires In,hết hạn trong,
Expires On,Hết hạn vào,
Expiry time of QR Code Image Page,Thời gian hết hạn của Trang Hình Mã QR,
Export,Xuất,
Export 1 record,Xuất 1 bản ghi,
Export Custom Permissions,Xuất Quyền Tuỳ chỉnh,
Export Customizations,Tuỳ chỉnh xuất khẩu,
Export Data,Xuất dữ liệu,
Export Errored Rows,Xuất khẩu hàng bị xóa,
Export From,Xuất khẩu từ,
Export Report: {0},Xuất báo cáo: {0},Export report
Export Type,Loại xuất khẩu,
Export not allowed. You need {0} role to export.,Xuất khẩu không được phép. Bạn cần {0} vai trò xuất khẩu.,
Export {0} records,Xuất bản ghi {0},
Expose Recipients,Đưa ra nhận,
"Expression, Optional","Biểu hiện, Tùy chọn",
Facebook,Facebook,
Fail,Thất bại,
Failed,Thất bại,
Failed Transactions,Giao dịch không thành công,
Failed to change password.,Không thể thay đổi mật khẩu.,
Failed to complete setup,Không thể hoàn tất thiết lập,
Failed to connect to server,kết nối thất bại,
"Failed to decode token, please provide a valid base64-encoded token.","Không giải mã được mã thông báo, vui lòng cung cấp mã thông báo được mã hóa base64 hợp lệ.",
Failure,Sự thất bại,
FavIcon,Favicon,
Fax,Fax,
Featured,Đặc sắc,
Feedback,Thông tin phản hồi,
Feedback Request,Phản hồi Yêu cầu,
Female,Nữ,
Fetch From,Tìm nạp từ,
Fetch Images,Tìm nạp hình ảnh,
Fetch attached images from document,Tìm nạp hình ảnh đính kèm từ tài liệu,
Fetching default Global Search documents.,Tìm nạp tài liệu Tìm kiếm Toàn cầu mặc định.,
Field,Cánh đồng,
"Field ""route"" is mandatory for Web Views",Trường &quot;tuyến đường&quot; là bắt buộc đối với Lượt xem web,
"Field ""value"" is mandatory. Please specify value to be updated",Dòng &quot;giá trị&quot; là bắt buộc. Hãy xác định giá trị được cập nhật,
Field Description,Dòng Mô tả,
Field Name,Tên trường,
Field To Check,Trường để kiểm tra,
Field Type,Loại lĩnh vực,
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Lĩnh vực đại diện cho Nhà nước Quy trình làm việc của giao dịch (nếu trường không có mặt, một ẩn mới Trường Tuỳ chỉnh sẽ được tạo ra)",
Field to Track,Trường để theo dõi,
Field type cannot be changed for {0},Không thể thay đổi loại trường cho {0},
Field {0} not found.,Trường {0} không được tìm thấy,
Fieldname,Fieldname,
Fieldname is limited to 64 characters ({0}),Fieldname được giới hạn đến 64 ký tự ({0}),
Fieldname not set for Custom Field,Fieldname không được thiết lập cho Trường Tuỳ chỉnh,
Fieldname which will be the DocType for this link field.,Fieldname đó sẽ là DOCTYPE cho trường liên kết này.,
Fieldname {0} cannot have special characters like {1},Fieldname {0} không có các ký tự đặc biệt như {1},
Fieldname {0} conflicting with meta object,Fieldname {0} mâu thuẫn với đối tượng meta,
Fieldname {0} is restricted,Tên trường {0} bị hạn chế,
Fields,Các trường,
Fields Multicheck,Trường Multicheck,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Fields cách nhau bởi dấu phẩy (,) sẽ được bao gồm trong &quot;Tìm Kiếm Theo&quot; danh sách các hộp thoại Search",
Fieldtype,Fieldtype,
Fieldtype cannot be changed from {0} to {1} in row {2},Fieldtype không thể thay đổi từ {0} đến {1} trong hàng {2},
File,Tập tin,
File '{0}' not found,File &#39;{0}&#39; không tìm thấy,
File Backup,Sao lưu tập tin,
File Information,Thông tin tập tin,
File Manager,Quản lý tập tin,
File Name,Tên tệp tin,
File Size,Dung lượng file,
File Type,Loại tệp,
File URL,Đường dẫn tập tin,
File backup is ready,Sao lưu tệp đã sẵn sàng,
File name cannot have {0},Tên tệp không được có {0},
File not attached,File chưa được đính kèm,
File size exceeded the maximum allowed size of {0} MB,Kích thước tập tin vượt quá kích thước tối đa cho phép {0} MB,
File too big,Tệp quá lớn,
File {0} does not exist,File {0} không tồn tại,
Files,Các tập tin,
Filter,Bộ lọc,
Filter By,Lọc bởi,
Filter Data,Lọc dữ liệu,
Filter List,Danh sách bộ lọc,
Filter Meta,lọc bản thử,
Filter Name,Tên bộ lọc,
Filter Values,Giá trị bộ lọc,
Filter must be a tuple or list (in a list),Bộ lọc phải là một dãy hữu hạn hoặc một danh sách (trong 1 danh sách),
"Filter must have 4 values (doctype, fieldname, operator, value): {0}","Bộ lọc phải có 4 định giá (kiểu văn bản, tên trường , người điều khiển, định giá): {0}",
Filter...,Bộ lọc ...,
Filtered Records,Hồ sơ đã lọc,
"Filtered by ""{0}""",Lọc bởi &quot;{0}&quot;,
Filters,Bộ lọc,
Filters Configuration,Cấu hình bộ lọc,
Filters Display,Bộ lọc hiển thị,
Filters JSON,Bộ lọc JSON,
Filters Section,Phần bộ lọc,
Filters applied for {0},Các bộ lọc được áp dụng cho {0},
Filters saved,Bộ lọc lưu,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","Bộ lọc sẽ có thể truy cập được thông qua <code>filters</code> .<br><br> Gửi đầu ra là <code>result = [result]</code> hoặc cho <code>data = [columns], [result]</code> kiểu cũ <code>data = [columns], [result]</code>",
Find {0} in {1},Tìm {0} trong {1},
Finished,Đã kết thúc,
First,Đầu tiên,
First Name,Họ,
First Success Message,Thông điệp thành công đầu tiên,
First Transaction,Giao dịch đầu tiên,
First data column must be blank.,Cột dữ liệu đầu tiên phải được để trống.,
First set the name and save the record.,Trước tiên hãy đặt tên và lưu bản ghi.,
Flag,Cờ,
Float,Phao,
Float Precision,Độ nổi chính xác,
Fold,Gập lại,
Fold can not be at the end of the form,Sự sắp xếp không thể ở cuối mẫu,
Fold must come before a Section Break,Sự sắp xếp phải đến trước việc ngắt phân đoạn,
Folder,Thư mục,
Folder name should not include '/' (slash),Tên thư mục không nên bao gồm '/' (đoạn cắt),
Folder {0} is not empty,Thư mục {0} không trống,
Follow,Theo,
Followed by,Theo dõi bởi,
Following fields are missing:,các lĩnh vực sau bị thiếu:,
Following fields have missing values:,các lĩnh vực sau đây có giá trị còn thiếu:,
Font,Phông chữ,
Font Properties,Thuộc tính phông chữ,
Font Size,Kích thước văn bản,
Fonts,Phông chữ,
Footer,Phần chân,
Footer HTML,Chân trang HTML,
Footer Items,Phần chân của các mẫu hàng,
Footer Logo,Biểu trưng chân trang,
Footer Template,Mẫu chân trang,
Footer Template Values,Giá trị mẫu chân trang,
Footer will display correctly only in PDF,Footer sẽ chỉ hiển thị chính xác trong PDF,
For DocType Link / DocType Action,Đối với DocType Link / DocType Action,
For Document Event,Đối với sự kiện tài liệu,
For Document Type,Đối với loại tài liệu,
For Example: {} Open,Ví dụ: {} Mở,
For User,Đối với tài,
For Value,Đối với Giá trị,
"For comparison, use >5, <10 or =324. For ranges, use 5:10 (for values between 5 & 10).","Để so sánh, sử dụng&gt; 5, &lt;10 hoặc = 324. Đối với phạm vi, sử dụng 5:10 (cho các giá trị trong khoảng từ 5 đến 10).",
For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,Ví dụ nếu bạn hủy bỏ và sửa đổi INV004 nó sẽ trở thành một INV004-1 tài liệu mới. Điều này sẽ giúp bạn theo dõi từng sửa đổi.,
"For example: If you want to include the document ID, use {0}","Ví dụ: Nếu bạn muốn bao gồm các ID tài liệu, sử dụng {0}",
For example: {} Open,Ví dụ: {} Mở,
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>","Để được trợ giúp, hãy xem <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">API tập lệnh ứng dụng khách và các ví dụ</a>",
"For more information, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">click here</a>.","Để biết thêm thông tin, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">bấm vào đây</a> .",
"For more information, {0}.","Để biết thêm thông tin, {0}.",
"For updating, you can update only selective columns.","Để cập nhật, bạn chỉ có thể cập nhật các cột được lựa chọn sẵn.",
For {0} at level {1} in {2} in row {3},Cho {0} ở mức {1} trong {2} trong hàng {3},
Force,Sức ảnh hưởng,
Force Show,Hiển thị sức ảnh hưởng,
Force User to Reset Password,Buộc người dùng đặt lại mật khẩu,
Forgot Password?,Quên mật khẩu?,
Form Settings,Cài đặt biểu mẫu,
Form URL-Encoded,Mẫu mã hóa URL,
Format,định dạng,
Format Data,Định dạng dữ liệu,
Forward,Ở đằng trước,
Forward To Email Address,Chuyển tiếp tới địa chỉ  email,
Fraction,Phần,
Fraction Units,Các đơn vị của phần,
Frappe,sinh tố,
Frappe Framework,Khung Frappe,
Frappe page builder using components,Trình tạo trang Frappe sử dụng các thành phần,
Frequency,Tần số,
Friday,Thứ sáu,
From,Từ,
From Date,Từ ngày,
From Date Field,Từ trường ngày,
From Document Type,Từ loại tài liệu,
From Full Name,Từ Tên đầy đủ,
From User,Từ người dùng,
Full,Đầy,
Full Name,Tên đầy đủ,
Full Page,Trang đầy đủ,
Full Width,Chiều rộng đầy đủ,
Function,Chức năng,
Function Based On,Chức năng dựa trên,
Further nodes can be only created under 'Group' type nodes,Các nút khác có thể chỉ có thể tạo ra dưới các nút kiểu 'Nhóm',
Fw: {0},Fw: {0},
GMail,GMail,
Gantt,Biểu đồ Gantt,
Gender,Giới Tính,
Genderqueer,Genderqueer,
General,Chung,
Generate Keys,Tạo khóa,
Generate New Report,Tạo báo cáo mới,
Geo,Geo,
Geolocation,Vị trí địa lý,
Get Alerts for Today,Đại diện thực cho hôm nay,
Get Contacts,Tải danh sách liên hệ,
Get Fields,Nhận trường,
Get Items,Được mục,
Get your globally recognized avatar from Gravatar.com,Nhận avatar nhận diện trên toàn cầu của bạn từ Gravatar.com,
Git Branch,Chi nhánh Git,
GitHub,GitHub,
Github flavoured markdown syntax,Cú pháp đánh dấu có hương vị trên Github,
Give Review Points,Cho điểm đánh giá,
Global Search DocType,Tài liệu tìm kiếm toàn cầu,
Global Search Document Types Reset.,Đặt lại loại tài liệu tìm kiếm toàn cầu.,
Global Search Settings,Cài đặt tìm kiếm toàn cầu,
Global Shortcuts,Phím tắt toàn cầu,
Global Unsubscribe,Hủy đăng ký toàn cầu,
Go,Đi,
Go Back,Quay lại,
Go to Page,Đi đến trang,
Go to next record,Tới bản ghi tiếp theo,
Go to previous record,Tới bản ghi trước,
Go to the document,Chuyển đến tài liệu,
Go to {0},Chuyển đến {0},
Go to {0} List,Chuyển đến Danh sách {0},
Go to {0} Page,Chuyển đến trang {0},
Goal,Mục tiêu,
Google,Google,
Google Analytics ID,ID Phân tích Google,
Google Calendar,lịch Google,
"Google Calendar - Could not create Calendar for {0}, error code {1}.","Lịch Google - Không thể tạo Lịch cho {0}, mã lỗi {1}.",
"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Lịch Google - Không thể xóa Sự kiện {0} khỏi Lịch Google, mã lỗi {1}.",
"Google Calendar - Could not fetch event from Google Calendar, error code {0}.","Lịch Google - Không thể tìm nạp sự kiện từ Lịch Google, mã lỗi {0}.",
"Google Calendar - Could not insert contact in Google Contacts {0}, error code {1}.","Lịch Google - Không thể chèn liên hệ trong Danh bạ Google {0}, mã lỗi {1}.",
"Google Calendar - Could not insert event in Google Calendar {0}, error code {1}.","Lịch Google - Không thể chèn sự kiện vào Lịch Google {0}, mã lỗi {1}.",
"Google Calendar - Could not update Event {0} in Google Calendar, error code {1}.","Lịch Google - Không thể cập nhật Sự kiện {0} trong Lịch Google, mã lỗi {1}.",
Google Calendar Event ID,ID sự kiện lịch Google,
Google Calendar ID,ID Lịch Google,
Google Calendar has been configured.,Lịch Google đã được định cấu hình.,
Google Contacts,Danh bạ Google,
"Google Contacts - Could not sync contacts from Google Contacts {0}, error code {1}.","Danh bạ Google - Không thể đồng bộ danh bạ từ Danh bạ Google {0}, mã lỗi {1}.",
"Google Contacts - Could not update contact in Google Contacts {0}, error code {1}.","Danh bạ Google - Không thể cập nhật liên hệ trong Danh bạ Google {0}, mã lỗi {1}.",
Google Contacts Id,Id liên hệ của Google,
Google Drive,Google Drive,
